VHI_Parea data for UKR  Province= 6: Donets'k,  from 1981 to 2018<br>The data below were extracted from weekly files like: ../NPP_VH/4km/ts_L1_v1/ByWeek/VHP_L1_VHI_Parea_201301.txt<br><tt><pre>year,week,, provinceID, 0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95,100
2014 30   0.27,  0.66,  1.86,  3.45,  4.51,  5.70,  6.19,  7.16,  7.69,  8.57,  9.50, 10.43,  9.50,  8.57,  7.34,  5.17,  2.52,  0.75,  0.13,  0.04,  0.00
2014 31   0.62,  1.10,  2.52,  5.08,  5.26,  7.56,  7.34,  7.95,  8.62,  9.41, 11.14,  9.32,  7.64,  6.81,  4.95,  2.96,  1.46,  0.18,  0.09,  0.00,  0.00
2014 32   0.97,  2.08,  4.68,  6.50,  6.89,  8.44,  8.13, 10.16, 10.30,  9.63,  9.68,  6.41,  6.19,  5.08,  2.74,  1.50,  0.44,  0.09,  0.04,  0.04,  0.00
2014 33   1.86,  3.27,  6.41,  7.47,  6.98, 10.34,  9.06, 10.08,  9.55,  8.93,  8.44,  5.35,  5.13,  3.36,  2.39,  0.75,  0.40,  0.13,  0.04,  0.00,  0.04
2014 34   2.43,  3.80,  7.25,  7.56,  7.78,  9.77, 10.26, 10.08,  8.36,  8.80,  7.69,  5.53,  4.42,  3.18,  1.64,  0.75,  0.40,  0.22,  0.09,  0.00,  0.00
2014 35   2.61,  4.69,  7.29,  7.29,  8.97,  9.81, 11.18, 10.21,  8.75,  8.31,  6.45,  5.04,  4.77,  2.25,  1.06,  0.75,  0.35,  0.09,  0.09,  0.00,  0.00
2014 36   1.86,  4.95,  6.76,  8.44,  9.46, 10.83, 10.39, 11.80,  8.71,  8.00,  6.28,  5.66,  3.27,  2.03,  0.97,  0.31,  0.18,  0.09,  0.00,  0.00,  0.00
2014 37   1.90,  3.98,  7.29,  8.58, 10.17, 11.63, 12.02, 11.14, 10.34,  7.34,  6.06,  4.55,  2.65,  1.46,  0.66,  0.13,  0.09,  0.00,  0.00,  0.00,  0.00
2014 38   1.72,  2.92,  6.45,  8.75, 10.16, 12.51, 12.06, 11.71, 11.09,  7.34,  6.63,  3.89,  3.05,  1.10,  0.40,  0.09,  0.13,  0.00,  0.00,  0.00,  0.00
2014 39   1.06,  1.94,  4.37,  7.29, 10.12, 12.28, 13.21, 12.81, 11.00,  8.53,  7.51,  4.20,  3.67,  1.28,  0.44,  0.18,  0.09,  0.00,  0.00,  0.00,  0.00
2014 40   0.31,  1.02,  2.12,  5.52,  7.42, 10.47, 13.70, 14.98, 12.06, 10.12,  8.75,  5.61,  4.29,  2.34,  0.97,  0.31,  0.00,  0.00,  0.00,  0.00,  0.00
2014 41   0.09,  0.35,  1.64,  3.27,  7.12, 10.04, 12.56, 15.16, 13.04, 11.76,  9.86,  6.19,  4.91,  2.65,  0.88,  0.35,  0.13,  0.00,  0.00,  0.00,  0.00
2014 42   0.04,  0.27,  1.24,  3.93,  6.72, 10.92, 13.93, 16.05, 14.10, 12.60,  9.15,  5.79,  3.01,  1.55,  0.53,  0.09,  0.09,  0.00,  0.00,  0.00,  0.00
2014 43   0.00,  0.22,  1.24,  3.98,  8.85, 13.19, 17.44, 17.22, 14.08, 11.86,  6.46,  3.36,  1.28,  0.62,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2014 44   0.00,  0.22,  2.30,  5.63, 12.10, 16.84, 19.14, 17.10, 12.54,  8.46,  3.37,  1.46,  0.44,  0.22,  0.13,  0.04,  0.00,  0.00,  0.00,  0.00,  0.00
2014 45   0.00,  0.18,  2.26,  5.22, 10.35, 14.68, 15.39, 15.39, 14.51, 10.04,  7.16,  2.96,  1.11,  0.44,  0.13,  0.09,  0.00,  0.04,  0.04,  0.00,  0.00
2014 46   0.00,  0.13,  1.77,  5.22, 11.19, 14.42, 16.14, 14.82, 15.26,  9.33,  6.15,  3.05,  1.42,  0.57,  0.13,  0.22,  0.13,  0.04,  0.00,  0.00,  0.00
2014 47   0.00,  0.18,  1.19,  4.77, 11.75, 15.51, 18.07, 15.95, 13.30,  8.71,  4.95,  3.18,  1.02,  0.80,  0.27,  0.18,  0.09,  0.09,  0.00,  0.00,  0.00
2014 48   0.00,  0.27,  1.24,  6.02, 11.90, 18.05, 18.40, 15.83, 10.84,  8.36,  4.33,  2.34,  1.19,  0.80,  0.22,  0.13,  0.04,  0.00,  0.04,  0.00,  0.00
2014 49   0.00,  0.22,  1.90,  7.71, 15.46, 19.22, 17.98, 13.95,  9.70,  6.69,  3.54,  1.68,  0.97,  0.62,  0.22,  0.04,  0.09,  0.00,  0.00,  0.00,  0.00
2014 50   0.00,  0.27,  2.26,  7.92, 14.56, 18.11, 17.75, 15.18, 10.14,  6.77,  3.14,  1.95,  1.24,  0.49,  0.13,  0.00,  0.09,  0.00,  0.00,  0.00,  0.00
2014 51   0.00,  0.18,  1.24,  4.25, 10.44, 14.68, 16.72, 16.10, 13.00, 10.04,  6.24,  3.85,  1.72,  0.93,  0.40,  0.13,  0.04,  0.04,  0.00,  0.00,  0.00
2014 52   0.00,  0.13,  0.49,  2.34,  4.47,  8.58, 13.31, 15.61, 14.46, 13.31, 10.52,  7.34,  4.47,  2.83,  1.24,  0.62,  0.09,  0.18,  0.00,  0.00,  0.04
2015 01   0.00,  0.04,  0.13,  0.57,  1.68,  3.54,  7.29,  9.28, 12.99, 14.63, 15.07, 12.33,  8.79,  6.19,  4.07,  2.17,  0.84,  0.31,  0.09,  0.00,  0.00
2015 02   0.00,  0.00,  0.13,  0.18,  1.33,  2.65,  4.29,  8.84, 12.33, 14.01, 15.07, 14.67, 10.91,  7.20,  4.46,  2.34,  0.84,  0.62,  0.09,  0.04,  0.00
